audio,target
"[-0.06774902 -0.06594849 -0.0635376  ... -0.14056396 -0.16744995
 -0.1855774 ]",46
"[-0.05651855 -0.05206299 -0.0458374  ...  0.10018921  0.09463501
  0.08700562]",46
"[ 0.0000000e+00  6.1035156e-05  3.0517578e-05 ...  3.4790039e-03
  1.4648438e-03 -1.0681152e-03]",18
"[ 0.0007019   0.00082397  0.00881958 ... -0.00393677 -0.06015015
 -0.05981445]",18
"[-0.11843872 -0.13116455 -0.10324097 ...  0.04226685  0.05587769
  0.06256104]",25
"[-0.10314941 -0.10403442 -0.10247803 ... -0.02481079 -0.0244751
 -0.02392578]",25
"[-0.0088501  -0.01455688 -0.04089355 ... -0.05575562 -0.06619263
 -0.09783936]",25
"[-0.00784302 -0.00753784 -0.00717163 ... -0.00335693 -0.00332642
 -0.00326538]",33
"[-0.0012207  -0.00054932 -0.00170898 ... -0.00140381 -0.00241089
 -0.00183105]",5
"[ 0.00646973  0.00546265  0.00360107 ... -0.23706055 -0.26776123
 -0.2833557 ]",5
"[-0.00604248 -0.00820923 -0.01034546 ...  0.00683594  0.00567627
  0.00567627]",5
[0.00073242 0.00369263 0.00030518 ... 0.         0.         0.        ],5
"[-0.00274658 -0.00131226 -0.00201416 ...  0.          0.
  0.        ]",5
"[ 0.00314331  0.03805542  0.05978394 ... -0.00631714  0.00054932
 -0.00350952]",49
"[ 0.07955933  0.02563477  0.00848389 ... -0.0609436  -0.09091187
 -0.04077148]",49
[0.02703857 0.02783203 0.01974487 ... 0.14746094 0.18328857 0.17858887],49
"[-0.09048462 -0.11672974 -0.11895752 ...  0.08206177  0.06582642
  0.04385376]",49
"[-0.07574463 -0.06854248 -0.06356812 ...  0.06533813  0.06564331
  0.06524658]",46
[0.01330566 0.01257324 0.00848389 ... 0.09231567 0.09036255 0.078125  ],18
"[-0.00415039 -0.03149414 -0.04187012 ... -0.06680298 -0.10021973
 -0.12286377]",46
"[ 0.0302124   0.0458374   0.05664062 ... -0.04403687 -0.05728149
 -0.05892944]",49
"[-0.14981079 -0.15811157 -0.16516113 ...  0.03903198  0.00109863
 -0.00271606]",49
"[-0.18048096 -0.2918396  -0.48461914 ...  0.10583496  0.19354248
  0.38110352]",49
"[-0.00964355  0.03118896  0.06958008 ...  0.03225708  0.02532959
  0.01321411]",42
"[-0.00906372 -0.00952148 -0.00753784 ... -0.2521057  -0.23693848
 -0.21444702]",33
[0.01531982 0.01733398 0.0128479  ... 0.         0.         0.        ],33
[0.00222778 0.00378418 0.00387573 ... 0.         0.         0.        ],33
[0.00360107 0.00375366 0.00564575 ... 0.00024414 0.00024414 0.00021362],33
"[ 0.01400757 -0.02056885 -0.05166626 ... -0.00946045  0.00546265
  0.02270508]",42
"[ 0.00457764  0.00720215  0.00921631 ... -0.09521484 -0.0632019
 -0.03091431]",42
"[-0.00384521 -0.00372314 -0.00405884 ... -0.00094604 -0.00033569
  0.00015259]",25
"[-0.0637207  -0.06393433 -0.0637207  ...  0.01196289  0.01184082
  0.01184082]",25
"[-0.00061035 -0.00048828 -0.00039673 ... -0.02069092 -0.02185059
 -0.02282715]",48
[0.01617432 0.01605225 0.01596069 ... 0.0637207  0.06411743 0.06420898],48
[0.00369263 0.00384521 0.00390625 ... 0.02352905 0.02316284 0.02105713],48
"[-0.00567627 -0.00601196 -0.00653076 ... -0.00067139 -0.00054932
 -0.00045776]",48
"[-0.10067749 -0.11053467 -0.11941528 ...  0.00213623  0.00204468
  0.00195312]",48
[0.01956177 0.01708984 0.01565552 ... 0.00982666 0.00994873 0.01004028],48
"[-0.00784302 -0.00814819 -0.00854492 ... -0.00195312 -0.00192261
 -0.00186157]",48
"[-3.0517578e-04 -3.0517578e-04 -3.0517578e-04 ...  1.2207031e-04
  9.1552734e-05  6.1035156e-05]",48
"[-0.00494385 -0.00546265 -0.00512695 ...  0.05859375  0.0657959
  0.03094482]",18
"[-0.3746338  -0.39108276 -0.2962036  ...  0.          0.
  0.        ]",5
"[-0.01556396 -0.01470947 -0.01361084 ... -0.03973389 -0.02670288
 -0.01385498]",42
"[ 0.00000000e+00 -3.05175781e-05  3.05175781e-05 ... -1.01379395e-01
 -7.37304688e-02 -4.41894531e-02]",18
[0.00314331 0.00314331 0.0027771  ... 0.00112915 0.00088501 0.00079346],19
"[-1.2207031e-04 -9.1552734e-05 -1.2207031e-04 ...  1.9134521e-02
  1.8981934e-02  1.8951416e-02]",19
[0.00158691 0.00180054 0.00195312 ... 0.01757812 0.01757812 0.01754761],19
[0.00186157 0.0020752  0.00216675 ... 0.12414551 0.12261963 0.12158203],19
"[ 0.01773071  0.00415039 -0.0144043  ... -0.14498901 -0.11968994
 -0.0982666 ]",46
[0.02120972 0.02407837 0.02288818 ... 0.09268188 0.12155151 0.13745117],46
[0.00250244 0.0032959  0.00469971 ... 0.21548462 0.28146362 0.23519897],40
"[ 0.00000000e+00  0.00000000e+00 -3.05175781e-05 ...  5.33752441e-02
  1.22314453e-01  1.02874756e-01]",18
[0.02468872 0.02264404 0.02087402 ... 0.09750366 0.08383179 0.13598633],18
"[ 6.1035156e-05 -9.1552734e-05  0.0000000e+00 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",33
"[-0.04925537 -0.01635742 -0.00094604 ...  0.          0.
  0.        ]",4
[0.00036621 0.00079346 0.00021362 ... 0.         0.         0.        ],7
[0.00738525 0.01278687 0.00717163 ... 0.00680542 0.00509644 0.00137329],2
[0.01144409 0.01119995 0.00842285 ... 0.02545166 0.05764771 0.09649658],2
[0.11386108 0.14550781 0.16705322 ... 0.         0.         0.        ],26
"[-0.05062866  0.07763672  0.18423462 ...  0.          0.
  0.        ]",26
[0.23376465 0.2124939  0.18606567 ... 0.01779175 0.01245117 0.00866699],26
"[ 0.04177856  0.02584839  0.02438354 ... -0.03164673 -0.02600098
 -0.02047729]",33
[0.01159668 0.01062012 0.01113892 ... 0.00180054 0.0015564  0.00137329],5
"[ 0.02914429  0.02209473  0.01150513 ... -0.01821899 -0.01855469
 -0.01864624]",5
"[-0.01223755 -0.01184082 -0.01147461 ...  0.00683594  0.00704956
  0.0072937 ]",5
[0.04989624 0.0546875  0.06002808 ... 0.00036621 0.00085449 0.00134277],26
"[-0.05667114 -0.03988647 -0.05477905 ...  0.          0.
  0.        ]",7
"[-0.00027466 -0.0045166  -0.00524902 ... -0.08517456 -0.08795166
 -0.09054565]",18
[0.17333984 0.17315674 0.16906738 ... 0.         0.         0.        ],9
[0.00866699 0.01165771 0.01385498 ... 0.0010376  0.00189209 0.00335693],9
"[-0.00650024 -0.00631714 -0.00646973 ... -0.00314331 -0.00570679
 -0.00756836]",46
"[-3.0517578e-05  0.0000000e+00 -3.0517578e-05 ...  3.0426025e-02
 -2.3681641e-02 -2.0111084e-02]",18
"[-0.00311279 -0.00360107 -0.00296021 ...  0.02600098  0.02737427
  0.02755737]",7
[0.05203247 0.05285645 0.05441284 ... 0.0093689  0.00753784 0.00643921],7
"[ 0.00405884  0.00036621 -0.00280762 ... -0.09298706 -0.10455322
 -0.10848999]",16
[0.04949951 0.0513916  0.05099487 ... 0.16409302 0.16809082 0.17123413],16
[0.0083313  0.00646973 0.00460815 ... 0.19119263 0.16992188 0.14764404],16
"[-0.04598999 -0.04846191 -0.05099487 ...  0.04940796  0.05050659
  0.05178833]",16
"[-0.00064087  0.0083313  -0.01119995 ...  0.03192139 -0.04833984
 -0.06500244]",27
"[ 1.2908936e-02 -4.9133301e-03 -2.5329590e-02 ...  0.0000000e+00
 -3.0517578e-05  0.0000000e+00]",27
"[-1.5258789e-04 -3.0517578e-05 -2.1362305e-04 ...  6.1584473e-02
  1.7184448e-01  2.4569702e-01]",18
"[-0.4867859  -0.49035645 -0.4873047  ... -0.36819458 -0.36270142
 -0.35891724]",9
"[ 0.21740723  0.2514038   0.14797974 ... -0.15322876 -0.1701355
 -0.28372192]",36
[0.00271606 0.00299072 0.00286865 ... 0.00082397 0.00201416 0.00299072],2
[0.02163696 0.02230835 0.02264404 ... 0.00799561 0.00726318 0.00683594],2
"[ 0.21929932  0.21691895  0.2236023  ... -0.14016724 -0.1538086
 -0.16082764]",46
"[ 0.43981934  0.42541504  0.38931274 ... -0.50289917 -0.44198608
 -0.3828125 ]",46
[0.02032471 0.03530884 0.05038452 ... 0.06759644 0.07113647 0.02420044],41
"[ 0.02685547  0.05413818  0.0609436  ... -0.09130859 -0.06115723
 -0.02990723]",41
"[-0.02716064 -0.02560425 -0.02688599 ...  0.04354858  0.0435791
  0.04364014]",5
"[ 0.00332642 -0.00418091 -0.00344849 ...  0.08978271  0.08938599
  0.08886719]",5
"[-0.12014771 -0.13241577 -0.1595459  ... -0.17074585 -0.20809937
 -0.2361145 ]",46
"[-0.10321045 -0.072052   -0.03457642 ...  0.28671265  0.24331665
  0.19985962]",46
"[ 0.00061035 -0.00048828  0.00119019 ...  0.00057983  0.00073242
  0.00076294]",37
"[0.0000000e+00 3.0517578e-05 0.0000000e+00 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]",18
[0.11975098 0.09289551 0.0657959  ... 0.         0.         0.        ],24
"[-0.01461792 -0.01956177  0.01504517 ... -0.00491333 -0.00595093
  0.01382446]",27
"[ 0.0015564   0.00241089  0.00198364 ... -1.         -1.
 -1.        ]",27
[0.0144043  0.01641846 0.0135498  ... 0.         0.         0.        ],24
"[-0.0866394  -0.09204102 -0.09890747 ...  0.23153687  0.24111938
  0.23309326]",4
"[-0.0005188  -0.00054932 -0.0005188  ... -0.09780884 -0.097229
 -0.09643555]",24
"[-0.0557251  -0.05438232 -0.06661987 ...  0.          0.
  0.        ]",24
"[-0.040802   -0.03689575 -0.0333252  ... -0.05712891 -0.05969238
 -0.06185913]",26
"[-0.00421143 -0.00512695 -0.00537109 ...  0.00299072  0.00491333
  0.00576782]",9
[0.13110352 0.15737915 0.1716919  ... 0.4180298  0.38024902 0.3076172 ],46
[0. 0. 0. ... 0. 0. 0.],21
[0.0022583  0.00244141 0.00247192 ... 0.00653076 0.00570679 0.003479  ],21
[0.00216675 0.00177002 0.00296021 ... 0.05758667 0.05514526 0.0512085 ],19
"[ 0.04110718 -0.00350952 -0.00308228 ... -0.07211304 -0.07910156
 -0.07037354]",24
"[ 0.0000000e+00 -6.1035156e-05  9.1552734e-05 ... -5.7983398e-04
 -6.1035156e-04 -5.1879883e-04]",21
"[ 0.00238037  0.00372314  0.00372314 ... -0.00216675  0.00369263
 -0.00408936]",41
"[ 0.05368042  0.1031189   0.11547852 ...  0.00222778 -0.0267334
 -0.0324707 ]",41
"[ 9.1552734e-05  3.6621094e-04  3.3569336e-04 ... -7.3242188e-04
 -5.4931641e-04 -1.8310547e-04]",32
"[ 0.02050781 -0.01998901 -0.05484009 ...  0.          0.
  0.        ]",9
"[-0.01205444 -0.00335693  0.00424194 ... -0.01376343 -0.01376343
 -0.01345825]",14
"[ 0.01980591  0.00015259 -0.0168457  ...  0.04742432  0.09771729
  0.1177063 ]",14
[0.01019287 0.01074219 0.01144409 ... 0.09207153 0.09457397 0.09664917],33
[0.12915039 0.1296997  0.13012695 ... 0.01589966 0.0098877  0.00256348],33
"[ 3.0517578e-05  6.1035156e-05  6.1035156e-05 ... -1.7700195e-02
  2.2735596e-02 -4.7607422e-03]",10
"[-0.08511353 -0.08074951 -0.07516479 ...  0.03564453  0.04281616
  0.04946899]",47
"[ 0.12478638  0.10644531  0.08612061 ...  0.13409424  0.05377197
 -0.07067871]",47
"[ 0.05932617  0.03955078  0.02807617 ... -0.1777649  -0.24902344
 -0.34762573]",47
"[ 0.7366028   0.71850586  0.6838989  ... -0.25146484 -0.2520752
 -0.25106812]",47
"[ 0.03598022  0.03192139  0.02947998 ... -0.03924561 -0.04364014
 -0.04779053]",47
"[ 0.05517578  0.05813599  0.06283569 ... -0.02780151 -0.02984619
 -0.03485107]",47
"[ 0.11431885  0.21694946  0.21234131 ... -0.2810974  -0.35131836
 -0.3045044 ]",10
"[-9.1552734e-05 -1.2207031e-04 -9.1552734e-05 ...  9.1552734e-05
  1.2207031e-04  2.7465820e-04]",5
"[-0.0022583  -0.00234985 -0.00241089 ...  0.          0.
  0.        ]",5
[0.02377319 0.02362061 0.02340698 ... 0.02297974 0.02276611 0.02233887],19
"[ 0.          0.          0.         ... -0.07962036 -0.09048462
 -0.06887817]",40
"[-0.05856323 -0.07330322 -0.0640564  ... -0.04367065 -0.03500366
 -0.01977539]",40
"[-0.03527832 -0.06512451 -0.05307007 ... -0.08551025 -0.07733154
 -0.05734253]",10
"[-0.08197021 -0.08126831 -0.08044434 ...  0.00323486  0.00683594
  0.01068115]",16
[0.09243774 0.0904541  0.08877563 ... 0.01699829 0.01867676 0.01901245],16
"[ 0.04934692  0.04763794  0.04501343 ... -0.0425415  -0.04641724
 -0.0501709 ]",16
"[-0.06558228 -0.06491089 -0.06314087 ... -0.0211792  -0.02099609
 -0.02081299]",16
"[-0.01068115 -0.019104   -0.01663208 ... -0.00738525  0.01364136
  0.02618408]",13
"[3.0517578e-04 3.9672852e-04 4.5776367e-04 ... 9.1552734e-05 9.1552734e-05
 6.1035156e-05]",1
[0.00247192 0.00308228 0.00286865 ... 0.         0.         0.        ],1
[0.00024414 0.00033569 0.00030518 ... 0.         0.         0.        ],1
[0.00085449 0.0010376  0.00094604 ... 0.         0.         0.        ],1
"[-0.01806641 -0.00469971  0.02810669 ...  0.03720093  0.05935669
  0.07211304]",10
"[ 0.00201416  0.0012207  -0.0032959  ...  0.          0.
  0.        ]",26
"[-0.05432129 -0.01260376 -0.00765991 ... -0.22839355 -0.25979614
 -0.22677612]",12
"[-0.03143311 -0.03494263 -0.02874756 ...  0.          0.
  0.        ]",12
"[-0.0005188  -0.00067139 -0.00076294 ...  0.          0.
  0.        ]",1
[0.16113281 0.19400024 0.22372437 ... 0.05426025 0.06112671 0.05355835],45
"[-0.02182007 -0.02679443 -0.03497314 ... -0.07232666 -0.06994629
 -0.07699585]",45
"[-0.07278442 -0.07485962 -0.0774231  ... -0.05258179 -0.04864502
 -0.0418396 ]",45
"[-0.00030518 -0.00045776 -0.00012207 ...  0.00741577  0.00857544
  0.0100708 ]",19
"[ 0.0218811   0.02441406  0.02618408 ... -0.01324463 -0.01446533
 -0.01516724]",19
"[-0.00079346 -0.01934814 -0.01257324 ... -0.00985718  0.00961304
 -0.00033569]",41
"[ 0.00500488  0.00540161  0.00091553 ... -0.14035034 -0.11679077
 -0.07434082]",41
"[-0.05352783 -0.05160522 -0.04827881 ...  0.13790894  0.14312744
  0.14639282]",45
"[ 0.25689697  0.17553711  0.13079834 ... -0.15237427 -0.09054565
 -0.15609741]",45
"[-0.02563477 -0.01922607 -0.01403809 ...  0.02404785  0.02041626
  0.01672363]",45
"[-0.0480957  -0.07537842 -0.06307983 ...  0.07754517  0.13433838
  0.11227417]",10
"[ 0.02368164  0.02798462  0.0223999  ... -0.01461792 -0.02249146
 -0.01443481]",11
[0.23007202 0.40698242 0.43655396 ... 0.08886719 0.1187439  0.09933472],11
"[ 0.06826782  0.07907104  0.0378418  ...  0.00167847 -0.01089478
 -0.01077271]",11
"[-0.00073242 -0.00067139 -0.00067139 ... -0.00012207 -0.00039673
 -0.00021362]",20
"[ 0.00213623  0.00210571  0.00204468 ... -0.00119019  0.00088501
  0.00167847]",20
"[-2.8015137e-02 -2.4810791e-02 -6.2866211e-03 ... -1.5258789e-04
 -1.8310547e-04 -9.1552734e-05]",20
"[-5.7678223e-03 -5.3100586e-03 -4.7607422e-03 ...  1.8310547e-04
 -3.0517578e-05 -3.0517578e-05]",32
"[-0.03244019 -0.04043579 -0.04998779 ...  0.          0.
  0.        ]",26
"[ 0.00100708  0.00091553 -0.00186157 ...  0.          0.
  0.        ]",21
"[-0.00314331 -0.00326538 -0.00335693 ... -0.00872803 -0.00866699
 -0.00869751]",15
[0.10507202 0.10882568 0.11349487 ... 0.02816772 0.03787231 0.05712891],45
"[-0.00192261 -0.00457764 -0.00534058 ... -0.00268555 -0.00231934
 -0.00222778]",17
[0.04251099 0.06164551 0.04525757 ... 0.12936401 0.10144043 0.08462524],41
[0.02798462 0.11901855 0.17886353 ... 0.01040649 0.02294922 0.01593018],41
"[ 0.01019287  0.03323364  0.00030518 ...  0.06167603 -0.14318848
 -0.05163574]",37
"[-4.2724609e-04 -6.1035156e-05 -6.1035156e-05 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",24
[0.0012207  0.00143433 0.00115967 ... 0.         0.         0.        ],1
"[-0.06582642 -0.08050537 -0.06796265 ... -0.02597046 -0.0241394
 -0.01626587]",12
"[ 0.059021    0.07345581  0.06503296 ... -0.17251587 -0.19796753
 -0.15631104]",12
"[ 0.03973389  0.05276489  0.05645752 ... -0.04196167 -0.04867554
 -0.03799438]",12
"[ 0.04367065  0.03848267  0.03488159 ... -0.00027466 -0.00027466
 -0.00033569]",24
"[-1.5258789e-04 -2.4414062e-04 -9.1552734e-05 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",21
[0.01272583 0.13607788 0.19445801 ... 0.10900879 0.11889648 0.14489746],44
[0.16879272 0.2015686  0.15124512 ... 0.10122681 0.30221558 0.08978271],23
"[-3.6010742e-03 -5.2185059e-03 -6.0424805e-03 ... -2.5329590e-03
 -1.4648438e-03 -9.1552734e-05]",13
[0.00405884 0.00234985 0.00128174 ... 0.00930786 0.009552   0.00961304],13
"[ 0.1015625   0.10360718  0.1010437  ... -0.05044556 -0.04971313
 -0.04980469]",32
"[-0.04595947 -0.02035522  0.01278687 ... -0.04321289 -0.03115845
 -0.00878906]",37
[0.00228882 0.00610352 0.0085144  ... 0.         0.         0.        ],17
"[ 0.00671387  0.00683594  0.00668335 ... -0.00939941 -0.00915527
 -0.01028442]",27
[0.00219727 0.00274658 0.00439453 ... 0.01547241 0.00671387 0.01184082],27
"[ 0.01965332  0.02099609  0.01922607 ... -0.00119019 -0.00125122
  0.00219727]",27
"[-0.01004028 -0.00958252 -0.01040649 ...  0.00296021  0.00125122
 -0.00067139]",27
"[ 0.2106018   0.2084961   0.21813965 ...  0.01986694 -0.00799561
  0.03533936]",36
"[-0.01589966  0.05007935  0.14587402 ... -0.07965088 -0.07736206
 -0.1053772 ]",36
"[ 0.05755615  0.00756836 -0.12026978 ...  0.00180054  0.00439453
  0.01345825]",36
"[ 0.10025024  0.08810425  0.07955933 ... -0.25094604 -0.18267822
 -0.13076782]",36
"[-0.01071167 -0.0970459  -0.1368103  ... -0.05340576 -0.06213379
 -0.05490112]",36
"[-0.00250244 -0.00302124 -0.00354004 ...  0.          0.
  0.        ]",32
"[ 0.01733398  0.01519775  0.01574707 ...  0.01016235 -0.00686646
 -0.02182007]",9
"[ 0.01257324  0.03036499  0.05001831 ... -0.00299072 -0.00091553
  0.00094604]",9
[0.00131226 0.0012207  0.00057983 ... 0.0027771  0.00180054 0.00085449],15
"[ 0.03735352  0.02017212 -0.00338745 ... -0.00973511 -0.00927734
 -0.00784302]",3
[0.1156311  0.11639404 0.11459351 ... 0.08032227 0.08447266 0.09185791],3
"[-0.01828003 -0.0239563  -0.02160645 ...  0.00909424  0.00946045
  0.00799561]",40
[0.04522705 0.05926514 0.0513916  ... 0.04656982 0.06063843 0.0508728 ],40
[0.43371582 0.4451599  0.45394897 ... 0.06167603 0.07498169 0.06008911],40
[0.00152588 0.00292969 0.00216675 ... 0.00085449 0.00289917 0.00216675],34
[0.11553955 0.11352539 0.11343384 ... 0.         0.         0.        ],43
"[3.0517578e-05 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]",43
"[3.0517578e-05 3.0517578e-05 3.0517578e-05 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]",43
[0.04412842 0.04241943 0.04180908 ... 0.         0.         0.        ],43
[0.00112915 0.00210571 0.00210571 ... 0.00415039 0.00375366 0.00405884],38
"[ 0.04394531  0.07006836  0.09860229 ... -0.3088684  -0.2961731
 -0.2826233 ]",43
"[-7.1716309e-03 -2.8381348e-03  3.0517578e-05 ... -3.8696289e-02
 -3.9123535e-02 -3.9245605e-02]",43
[0.00952148 0.01477051 0.01486206 ... 0.         0.         0.        ],23
"[ 8.8500977e-04  6.1035156e-05 -7.0190430e-04 ... -1.0681152e-03
 -2.1972656e-03 -3.5400391e-03]",32
"[ 0.07391357  0.15341187  0.11297607 ... -0.0484314  -0.09381104
 -0.05969238]",10
"[-0.00015259 -0.00033569 -0.00021362 ...  0.          0.
  0.        ]",24
"[ 3.0517578e-05  0.0000000e+00  0.0000000e+00 ...  0.0000000e+00
 -6.1035156e-05 -3.0517578e-05]",43
"[-0.16455078 -0.15344238 -0.14047241 ... -0.03579712 -0.03771973
 -0.03979492]",45
"[ 6.1035156e-05 -3.0517578e-05 -6.1035156e-05 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",34
"[ 0.00067139  0.0007019   0.00042725 ... -0.00091553 -0.00115967
 -0.00082397]",38
"[ 0.03729248  0.034729    0.03198242 ... -0.02072144 -0.02035522
 -0.01998901]",28
"[ 0.09674072  0.12820435  0.10003662 ... -0.00186157 -0.03341675
 -0.02484131]",10
[0.003479   0.00286865 0.00048828 ... 0.00015259 0.00024414 0.00027466],17
"[-3.0517578e-05  0.0000000e+00  0.0000000e+00 ... -1.2207031e-04
 -2.4414062e-04 -1.5258789e-04]",38
"[-0.03381348 -0.03988647 -0.05389404 ... -0.07452393 -0.03817749
  0.0010376 ]",10
"[-0.00012207 -0.00015259  0.00131226 ... -0.00216675 -0.00219727
 -0.00186157]",13
"[ 0.02383423  0.03491211  0.03399658 ... -0.00964355  0.00143433
  0.00576782]",12
[0.15179443 0.1611023  0.165802   ... 0.13967896 0.13430786 0.13476562],26
"[ 0.01113892 -0.01434326 -0.00216675 ... -0.00289917 -0.00271606
 -0.00317383]",17
[0.00524902 0.00305176 0.00039673 ... 0.00073242 0.00085449 0.0010376 ],32
"[-0.00341797 -0.00296021 -0.0022583  ... -0.00219727 -0.00192261
 -0.0017395 ]",32
"[-0.00128174 -0.00164795 -0.00149536 ...  0.02294922  0.02572632
  0.01998901]",38
"[ 0.05648804  0.0486145   0.04327393 ... -0.03610229 -0.03436279
 -0.03161621]",3
"[-0.01712036 -0.01351929 -0.01153564 ... -0.08203125 -0.08062744
 -0.078125  ]",3
[0.05429077 0.05862427 0.06307983 ... 0.01135254 0.00820923 0.00558472],3
"[ 0.00732422 -0.20803833 -0.1642456  ... -0.12039185 -0.26913452
 -0.46551514]",36
"[-9.1552734e-05  3.6621094e-04  1.4343262e-03 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",30
[0.00231934 0.00280762 0.00274658 ... 0.         0.         0.        ],30
"[-0.00488281 -0.00463867 -0.00415039 ...  0.          0.
  0.        ]",30
"[ 0.04083252  0.03414917  0.03186035 ... -0.02182007 -0.02020264
 -0.02227783]",7
"[-0.02496338 -0.02450562 -0.02365112 ...  0.00250244  0.00296021
  0.00747681]",7
"[-9.1552734e-05  1.5258789e-04  3.0517578e-05 ...  1.3397217e-02
  1.6448975e-02  1.3092041e-02]",12
[0.01348877 0.02041626 0.01907349 ... 0.01834106 0.02114868 0.01623535],12
[0. 0. 0. ... 0. 0. 0.],0
[0.02304077 0.03707886 0.04315186 ... 0.03869629 0.03878784 0.01748657],11
"[-0.00582886 -0.02182007 -0.02627563 ... -0.05819702 -0.05975342
 -0.0411377 ]",11
"[-9.7656250e-04  6.1035156e-05  1.0986328e-03 ... -2.0233154e-02
 -1.1962891e-02 -3.9367676e-03]",14
"[-0.01303101 -0.00430298  0.0071106  ... -0.00744629 -0.02032471
 -0.01248169]",17
"[-9.1552734e-05  1.5258789e-04  3.9672852e-04 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",1
"[-0.01394653 -0.00820923 -0.01019287 ... -0.0105896  -0.03445435
 -0.03024292]",28
"[-0.00799561 -0.00888062 -0.00997925 ... -0.07092285 -0.07107544
 -0.05953979]",28
[0.00296021 0.00378418 0.00384521 ... 0.00708008 0.00820923 0.00601196],0
"[-0.00222778 -0.00234985 -0.00247192 ...  0.00033569  0.00012207
  0.00033569]",28
"[ 0.0007019   0.00253296  0.00186157 ... -0.01559448 -0.01577759
 -0.01589966]",28
"[ 3.0517578e-05  3.0517578e-05  0.0000000e+00 ... -4.2724609e-04
 -5.1879883e-04 -3.6621094e-04]",21
"[ 0.          0.          0.         ...  0.00036621 -0.00012207
 -0.00042725]",0
"[9.1552734e-05 6.1035156e-05 3.0517578e-05 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]",21
"[-0.00021362  0.00521851  0.01226807 ... -0.00109863 -0.00204468
 -0.00192261]",20
"[-0.07662964 -0.10940552 -0.10040283 ...  0.02426147  0.05368042
  0.06481934]",20
"[-0.00024414  0.00076294  0.00186157 ...  0.006073    0.0199585
  0.0178833 ]",20
[0.00189209 0.00268555 0.00238037 ... 0.02536011 0.02841187 0.02722168],32
"[-0.00161743 -0.00189209 -0.00170898 ...  0.          0.
  0.        ]",21
"[-0.00036621 -0.00039673 -0.00027466 ... -0.00897217 -0.0090332
 -0.00894165]",30
"[-3.0517578e-05  3.0517578e-05  3.0517578e-05 ...  1.0467529e-02
  2.2918701e-02  3.1799316e-02]",17
"[-0.13632202 -0.11520386 -0.12734985 ...  0.          0.
  0.        ]",44
[0.09698486 0.08834839 0.0880127  ... 0.09463501 0.09844971 0.09799194],44
[-0.3145752 -0.4230652 -0.4690857 ...  0.         0.         0.       ],44
"[-0.35406494 -0.49169922 -0.49264526 ...  0.          0.
  0.        ]",44
"[-0.06359863 -0.0614624  -0.05615234 ...  0.19262695 -0.05386353
 -0.20532227]",44
"[ 0.00054932  0.00057983  0.00073242 ... -0.00100708 -0.0010376
 -0.00119019]",30
"[-6.1035156e-05  6.1035156e-05  8.8500977e-04 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",34
"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 9.1552734e-05 3.0517578e-05
 1.2207031e-04]",17
"[ 9.8968506e-02  2.8564453e-02 -4.5837402e-02 ...  3.0517578e-05
 -9.1552734e-05  1.5258789e-04]",17
"[-0.03225708 -0.03930664 -0.03097534 ... -0.02603149 -0.02471924
 -0.02508545]",14
"[-0.02978516 -0.03173828 -0.03216553 ...  0.06576538  0.15289307
  0.21209717]",14
"[ 1.2512207e-03  1.2512207e-03  1.1901855e-03 ... -3.0517578e-05
 -3.0517578e-05 -3.0517578e-05]",34
"[-9.1552734e-05  9.1552734e-05 -9.1552734e-05 ...  0.0000000e+00
  3.0517578e-05  0.0000000e+00]",38
"[-0.00054932 -0.00131226 -0.00109863 ... -0.00012207 -0.00021362
 -0.00015259]",29
[0.01742554 0.01950073 0.01580811 ... 0.00024414 0.00021362 0.00021362],29
"[-0.00100708 -0.0005188  -0.0005188  ...  0.00131226  0.00100708
  0.00100708]",29
"[-0.00042725 -0.00067139 -0.00088501 ...  0.          0.
  0.        ]",9
"[ 1.8310547e-04  3.0517578e-05 -1.2207031e-04 ... -3.0822754e-03
 -3.0822754e-03 -2.9907227e-03]",15
"[-1.1596680e-03 -1.0375977e-03 -8.8500977e-04 ... -3.0517578e-05
 -2.1362305e-04 -2.7465820e-04]",15
[0.00177002 0.00152588 0.00180054 ... 0.         0.         0.        ],29
"[ 0.00909424  0.00924683  0.00970459 ... -0.24053955 -0.24111938
 -0.24118042]",8
"[-0.1857605  -0.18685913 -0.18841553 ... -0.14398193 -0.13839722
 -0.12390137]",8
"[-0.00997925 -0.00759888 -0.00390625 ...  0.00872803  0.01104736
  0.01348877]",8
"[ 0.00720215  0.00570679  0.00415039 ... -0.06356812 -0.06237793
 -0.06112671]",8
"[-0.00030518 -0.00033569  0.00036621 ... -0.00094604 -0.00073242
 -0.00088501]",30
